ID	Value
htd478	ଟୁସ୍‌\N_NNP ଉଦୟପୁରର\N_NNP ପାଖାପାଖି\JJ ବେଡଚ\N_NN ନଦୀର\N_NN ତଟରେ\N_NN ଅବସ୍ଥିତ\V_VM_VF ଅଟେ\V_VM_VF ତଥା\CC_CCD ଏଠାକାର\DM_DMD ସୂର୍ଯ୍ୟ\N_NNP ମନ୍ଦିର\N_NN ମୂର୍ତ୍ତିକଳା\N_NN ପରମ୍ପରାର\N_NN ଅଧ୍ୟୟନ\N_NN କ୍ଷେତ୍ରରେ\N_NN ବିଶେଷ\RP_INTF ମହତ୍ତ୍ଵ\N_NN ରଖିଥାଏ\V_VM_VF ।\RD_PUNC
htd479	ବୈଷ୍ଣବ\N_NNP ସଂପ୍ରଦାୟ\N_NN ତୁଳନାରେ\N_NN ମେବାଡ\N_NNP କ୍ଷେତ୍ରରେ\N_NN ସୂର୍ଯ୍ୟପୂଜାର\N_NNP କମ୍‍\QT_QTF ପ୍ରଚଳନ\N_NNV ଥିଲା\V_VM_VF |\RD_PUNC
htd480	ପଶ୍ଚିମ\N_NNP ସୀମାରେ\N_NN ଆରବ\N_NNP ସାଗର\N_NN ଏବଂ\CC_CCD ସହ୍ୟାଦ୍ରି\N_NNP ପର୍ବତ\N_NN ଶୃଙ୍ଖଳା\N_NN ମଧ୍ୟରେ\PR_PRC ଅବସ୍ଥିତ\V_VM_VF ଏକ\QT_QTC ସୌନ୍ଦର୍ଯ୍ୟମୟ\JJ ଭୂଭାଗ\N_NN କେରଳ\N_NNP ନାମରେ\N_NN ପରିଚିତ\N_NNV ଅଟେ\V_VM_VF ।\RD_PUNC
htd481	କେରଳ\N_NNP ରାଜ୍ୟର\N_NN କ୍ଷେତ୍ରଫଳ\N_NN ୩୮୮୬୩\QT_QTC ବର୍ଗ\N_NN କିଲୋମିଟର\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd482	କେରଳରେ\N_NNP ମାଲାୟାଲମ୍‌\N_NNP ଭାଷା\N_NN କୁହାଯାଇଥାଏ\V_VM_VF ।\RD_PUNC
htd483	ନିଜସ୍ୱ\PR_PRF ସଂସ୍କୃତି\N_NN ଏବଂ\CC_CCD ଭାଷା\N_NN ବୈଶିଷ୍ଟ୍ୟ\N_NN କାରଣରୁ\N_NN ପରିଚିତ\N_NN ଲାଭକରୁଥିବା\V_VM_VNF ଭାରତର\N_NNP ଦକ୍ଷିଣରେ\N_NST ଅବସ୍ଥିତ\JJ ଚାରିଗୋଟି\RP_CL ରାଜ୍ୟ\N_NN ମଧ୍ୟରୁ\PR_PRC କେରଳ\N_NNP ପ୍ରମୁଖ\JJ ସ୍ଥାନ\N_NN ଲାଭ\N_NN କରିଅଛି\V_VM_VF ।\RD_PUNC
htd484	କେରଳର\N_NNP ପ୍ରମୁଖ\JJ ପଡୋଶୀ\N_NN ରାଜ୍ୟ\N_NN ତାମିଲ୍‌ନାଡୁ\N_NNP ଏବଂ\CC_CCD କର୍ଣ୍ଣାଟକ\N_NNP ଅଟେ\V_VM_VF |\RD_PUNC
htd485	ପଣ୍ତିଚେରୀ\N_NNP (ପୁଡୁଚେରୀ)\N_NNP ରାଜ୍ୟର\N_NN ମାୟଷି(ମାହି)\N_NNP ନାମରେ\N_NN ପରିଚିତ\N_NN ଭୂଭାଗ\N_NN ମଧ୍ୟ\RP_RPD କେରଳରାଜ୍ୟ\N_NNP ମଧ୍ୟରେ\PR_PRC ଅବସ୍ଥିତ\V_VM_VF ।\RD_PUNC
htd486	ଆରବସାଗର\N_NNP ମଧ୍ୟରେ\PR_PRC ଅବସ୍ଥିତ\JJ କେନ୍ଦ୍ରଶାସିତ\JJ ଅଞ୍ଚଳ\N_NN ଲାକ୍ଷାଦ୍ୱୀପରେ\N_NNP ମଧ୍ୟ\RP_RPD ଭାଷା\N_NN ଏବଂ\CC_CCD ସଂସ୍କୃତି\N_NN ଦୃଷ୍ଟିକୋଣରୁ\N_NN କେରଳ\N_NNP ସହିତ\PSP ଅତୁଟ\JJ ସମ୍ବନ୍ଧ\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd487	ସ୍ୱାଧୀନତା\N_NN ପ୍ରାପ୍ତି\N_NNV ପୂର୍ବରୁ\PSP କେରଳରେ\N_NNP ରାଜାମାନଙ୍କର\N_NN ଶାସନ\N_NN ଥିଲା\V_VM_VF ।\RD_PUNC
htd488	ଜୁଲାଇମାସ\N_NNP ୧୯୪୯\QT_QTC ମସିହାରେ\N_NN ତୀରୁବିନ୍ତାକୁର\N_NNP ଏବଂ\CC_CCD କୋଚିନ୍‌ଅଞ୍ଚଳକୁ\N_NNP ମିଶାଇଦେଇ\V_VM_VNF ,\RD_PUNC ‘ତୀରୁକୋଚି\N_NNP ’\RD_PUNC ରାଜ୍ୟର\N_NN ଗଠନ\N_NNV କରାଗଲା\V_VM_VF ।\RD_PUNC
htd489	ଏହି\DM_DMD ସମୟରେ\N_NN ମାଲ୍‌ବାର\N_NNP ପ୍ରଦେଶ\N_NN ମାଡ୍ରାସ୍‌\N_NNP ରାଜ୍ୟ\N_NN (ବର୍ତ୍ତମାନର\N_NST ତାମିଲନାଡୁ)ର\N_NNP ଏକ\QT_QTC ଜିଲ୍ଲା\N_NN ମାତ୍ର\CC_CCS ଥିଲା\V_VM_VF ।\RD_PUNC
htd490	୧୯୫୬\QT_QTC ମସିହା\N_NN ନଭେମ୍ବର\N_NNP ମାସରେ\N_NN ତୀରୁକୋଚି\N_NNP ସହିତ\PSP ମାଲ୍‌ବାର\N_NNP କୁ\PSP ମଧ୍ୟ\RP_RPD ମିଶାଇଦିଆଗଲା\V_VM_VF ଏବଂ\CC_CCD ଏହିପରି\DM_DMD ବର୍ତ୍ତମାନ\N_NST କେରଳ\N_NNP ଜନ୍ମଲାଭ\N_NN କରିଅଛି\V_VM_VF ।\RD_PUNC
htd491	ଏହିପରି\DM_DMD ଭାବରେ\N_NN ‘ଐକ୍ୟକେରଳ\CC_CCS_UT ’\RD_PUNC ଗଠନ\N_NNV ଦ୍ଵାରା\PSP ଏହି\DM_DMD ଭୂଖଣ୍ଡ\N_NN ବାସୀଙ୍କର\N_NN ଦୀର୍ଘକାଳୀନ\JJ ଅଭିଳାଷ\N_NN ପୂର୍ଣ୍ଣ\N_NN ହୋଇଛି\V_VM_VF ।\RD_PUNC
htd492	କେରଳ\N_NNP ନିଜର\PR_PRF ପ୍ରାଚୀନ\JJ ଇତିହାସ\N_NN ,\RD_PUNC ଦୀର୍ଘକାଳୀନ\JJ ବୈଦେଶିକ\JJ ବ୍ୟାପାରିକ\JJ ସମ୍ବନ୍ଧ\N_NN ଏବଂ\CC_CCD ବିଜ୍ଞାନ\N_NN ଏବଂ\CC_CCD କଳାର\N_NN ସମୃଦ୍ଧି\N_NN ପରମ୍ପରା\N_NN କୁ\PSP ନେଇ\V_VM_VNF ଗର୍ବ\N_NN କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd493	ସାକ୍ଷରତା\N_NN ଦୃଷ୍ଟିକୋଣରୁ\N_NN ସମଗ୍ର\N_NN ଦେଶରେ\N_NN କେରଳର\N_NNP ଏକ\QT_QTC ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ\JJ ସ୍ଥାନ\N_NN ରହିଛି\V_VM_VF ।\RD_PUNC
htd494	ସାମାଜିକ\JJ ନ୍ୟାୟ\N_NN ,\RD_PUNC ସ୍ଵାସ୍ଥ୍ୟ-ସ୍ତର\N_NN ,\RD_PUNC ସ୍ତ୍ରୀ-ପୁରୁଷ\N_NNP ସମାନତା\JJ ଏବଂ\CC_CCD ନ୍ୟାୟର\N_NN ପାଳନ\N_NNV ,\RD_PUNC ଶିକ୍ଷା\N_NN ଆଦି\RP_RPD କ୍ଷେତ୍ରରେ\N_NN କେରଳର\N_NNP ପ୍ରମୁଖ\JJ ସ୍ଥାନ\N_NN ଅଧିକାର\N_NN କରିଛି\V_VM_VF ।\RD_PUNC
htd495	ସବୁଠାରୁ\RP_INTF ମହତ୍ତ୍ଵପୁର୍ଣ୍ଣ\JJ କଥା\N_NN ଏହା\DM_DMD ଅଟେ\V_VM_VF ଯେ\CC_CCD କି\CC_CCD ଶିଶୁ-\N_NN ମୃତ୍ୟୁ-ହାର\N_NN କେରଳରେ\N_NNP ସବୁଠାରୁ\RP_INTF କମ୍‍\QT_QTF ଅଟେ\V_VM_VF ।\RD_PUNC
htd496	ଅଧିକ\QT_QTF ବର୍ଷା\N_NN କାରଣରୁ\N_NN କେରଳ\N_NNP ପ୍ରଦେଶର\N_NN ଜଳସମ୍ପଦ\N_NN ସମୃଦ୍ଧ\N_NN ଅଟେ\V_VM_VF ଏବଂ\CC_CCD ଏଠାକାର\DM_DMD ଭୂମି\N_NN ସଦାସର୍ବଦା\N_NN ସବୁଜିମାରେ\JJ ପରିପୂର୍ଣ୍ଣ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd497	ଉତ୍କୃଷ୍ଟ\JJ ଜଳବାୟୁ\N_NN ,\RD_PUNC ଯାତାୟାତର\N_NN ଉତ୍ତମ\JJ ସୁବିଧା\N_NN ଏବଂ\CC_CCD ସମୃଦ୍ଧ\JJ ସାଂସ୍କୃତିକ\JJ ପରମ୍ପରାଗୁଡିକ\N_NN କାରଣରୁ\N_NN କେରଳ\N_NNP ରାଜ୍ୟ\N_NN ପର୍ଯ୍ୟଟକମାନଙ୍କ\N_NN ମଧ୍ୟରେ\PR_PRC ଲୋକପ୍ରିୟ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd498	ଏତିକି\QT_QTF ନୁହେଁ,\RP_NEG କେରଳର\N_NNP ଅନ୍ୟତମ\JJ ବିଶେଷତ୍ୱ\N_NN ରହିଛି,\V_VM_VF ତାହା\DM_DMD ହେଉଛି\V_VM_VF ପ୍ରବୁଦ୍ଧ\JJ ରାଜନୈତିକ\JJ ଚେତନା,\N_NN ସଂଚାର\N_NNV ମାଧ୍ୟମର\N_NN ପ୍ରଭାବ,\N_NN ଅନ୍ୟ\RP_CL ସଂସ୍କୃତିକୁ\N_NN ଆତ୍ମସାତ\N_NN କରିବାର\V_VM_VNF କ୍ଷମତା\N_NN ଇତ୍ୟାଦି।\RP_RPD
htd499	ଧାର୍ମିକ\JJ ସୌହାର୍ଦ୍ଧ୍ୟ\N_NN ପାଇଁ\PSP ପ୍ରସିଦ୍ଧ\N_NN କେରଳ\N_NN ବହୁବିଧ\JJ ସାଂସ୍କୃତିକ\JJ ଚେତନାର\N_NN ସଂଗମସ୍ଥଳୀ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd500	କେରଳ\N_NNP ଶବ୍ଦର\N_NN ବ୍ୟୁତ୍ପତ୍ତିକୁ\N_NN ନେଇ\V_VM_VNF ବିଦ୍ଵାନ\JJ ଲୋକମାନେ\N_NN ଏକମତ\N_NN ନୁହଁନ୍ତି\RP_NEG ।\RD_PUNC
htd501	କୁହାଯାଏ\V_VM_VF ଯେ\CC_CCD କି\CC_CCD ‘ଉତ୍ପତ୍ତି-ସ୍ଥଳ’\CC_CCS_UT ,\RD_PUNC ‘କିଚଡ’\N_NNP ଏବଂ\CC_CCD ‘ଅଲମ୍‌-ପ୍ରଦେଶ’\N_NNP ଶଦ୍ଦର\N_NN ଯୋଗରେ\N_NN କେରଳ\N_NNP ଶବ୍ଦର\N_NN ଉତ୍ପତ୍ତି\N_NN ହୋଇଛି\V_VM_VF ।\RD_PUNC
htd502	କେରଳ\N_NNP ଶବ୍ଦର\N_NN ଆଉ\CC_CCD ଏକ\QT_QTC ଅର୍ଥ\N_NN ରହିଛି\V_VM_VF :-\N_NN ସେହି\DM_DMD ଭୂଭାଗ\N_NN ଯାହା\PR_PRL ସମୁଦ୍ରରୁ\N_NN ବାହାରିଥିବ\V_VM_VF ।\RD_PUNC
htd503	ସମୁଦ୍ର\N_NN ଏବଂ\CC_CCD ପର୍ବତର\N_NN ସଙ୍ଗମ\JJ ସ୍ଥାନକୁ\N_NN ମଧ୍ୟ\RP_RPD କେରଳ\N_NNP କୁହାଯାଏ\V_VM_VF ।\RD_PUNC
htd504	ପ୍ରାଚୀନ\JJ ବିଦେଶୀ\JJ ଯାଯାବରମାନେ\N_NN ଏହି\DM_DMD ସ୍ଥଳକୁ\N_NN `ମଲ୍‌ବାର`\N_NNP ନାମରେ\N_NN ମଧ୍ୟ\RP_RPD ସମ୍ବୋଧିତ\JJ କରିଥାଆନ୍ତି\V_VM_VF ।\RD_PUNC
htd505	କେରଳ\N_NNP ସଂସ୍କୃତି\N_NN ହଜାରହଜାର\QT_QTC ବର୍ଷର\N_NN ପୁରୁଣା\JJ ଅଟେ\V_VM_VF ।\RD_PUNC
htd506	ପ୍ରାରମ୍ଭରେ\N_NN ଲୋକେ\N_NN ପାହାଡିଆ\JJ ଅଞ୍ଚଳରେ\N_NN ରହୁଥିଲେ\V_VM_VF ।\RD_PUNC
htd507	କେରଳର\N_NNP କିଛି\QT_QTF ଭାଗରେ\N_NN ପ୍ରାଚୀନ\JJ ପ୍ରସ୍ତର\JJ ଯୁଗର\N_NN କତିପୟ\JJ ଅବଶେଷ\N_NN ପ୍ରାପ୍ତ\N_NNV ହୋଇଅଛି\V_VM_VF ।\RD_PUNC
htd508	ପ୍ରାଚୀନ\JJ ଅବଶେଷ\N_NN ବ୍ୟତୀତ\PSP ମହାପ୍ରସ୍ତର\JJ ସ୍ମାରକୀ\N_NN ମଧ୍ୟ\RP_RPD କେରଳରେ\N_NNP ମାନବ\N_NN ଜୀବନର\N_NN ପ୍ରାମାଣିକ\JJ ସୂଚନା\N_NN ପ୍ରଦାନ\N_NNV କରିଥାଏ\V_VM_VF ।\RD_PUNC
htd509	ଏହା\DM_DMD ଅଧିକାଂଶ\QT_QTF ଶ୍ମଶାନରୂପେ\N_NN ପ୍ରାପ୍ତ\N_NNV ହୋଇଥାଏ\V_VM_VF |\RD_PUNC
htd510	ଏଠାରେ\DM_DMD ପ୍ରାଚୀନ\JJ ମହାପ୍ରସ୍ତର\JJ ସମୟର\N_NN ଅନେକ\QT_QTF ଶ୍ମଶାନସ୍ଥଳୀ\N_NN ଖୋଜାଯାଇଅଛି\V_VM_VF ଯେଉଁଥିରୁ\PR_PRL କୂଣ୍ତକ୍କଲ୍ଲୁ\N_NNP (ଛତ୍ରାକାର\JJ ଶିଳାସମୂହ)\N_NN ,\RD_PUNC ତୋପ୍ପିକ୍କଲ୍ଲୁ\N_NNP (ଟୋପିନୁମା\N_NNP ଶିଳାସମୂହ)\N_NN ,\RD_PUNC କଲ୍ମେଶା\N_NNP (ପଥରରେ\N_NN ତିଆରି\N_NN ମେଜ)\N_NN ,\RD_PUNC ମୁନିୟରା\N_NNP (ମୁନିମାନଙ୍କର\N_NN କୋଠରୀ)\N_NN ,\RD_PUNC ନନ୍ନଝାଡି\N_NNP ଭସ୍ମକୁମ୍ଭ)\N_NNP ଆଦି\RP_RPD ନାମରେ\N_NN ଜଣାଶୁଣା\N_NN ।\RD_PUNC
htd511	ଏହାର\DM_DMD ସମୟ\N_NN ଖ୍ରୀ.ପୂ.୫୦୦ରୁ\QT_QTC ଖ୍ରୀ.ପୂ.୩୦୦\QT_QTC ପର୍ଯ୍ୟନ୍ତ\PSP ବୋଲି\CC_CCD ଗ୍ରହଣ\N_NN କରାଯାଇଥାଏ\V_VM_VF ।\RD_PUNC
htd512	ଅଧିକାଂଶ\JJ ଭାବେ\N_NN ମହାପ୍ରସ୍ତର\N_NNP ଯୁଗୀୟ\JJ ସ୍ମାରକୀ\N_NN ସମୂହ\QT_QTF ପାହାଡିଆ\JJ କ୍ଷେତ୍ରରୁ\N_NN ପ୍ରାପ୍ତ\N_NNV ହୋଇଅଛି\V_VM_VF ।\RD_PUNC
htd513	ତେଣୁ\CC_CCD ଏହା\DM_DMD ପ୍ରମାଣିତ\JJ ହୋଇଛି\V_VM_VF ଯେ\CC_CCS କେରଳ\N_NNP ଅତିପ୍ରାଚୀନ\JJ ସମୟରେ\N_NN ମାନବର\N_NN ବାସଭୂମି\N_NN ଥିଲା\V_VM_VF ।\RD_PUNC
htd514	କେରଳରେ\N_NNP ଆବାସକେନ୍ଦ୍ରର\N_NN ବିକାଶର\N_NN ଦ୍ୱିତୀୟ\QT_QTO ସୋପାନର\N_NN ସଙ୍ଗମକାଳ\N_NN ବୋଲି\CC_CCD ଗ୍ରହଣ\N_NNV କରାଯାଇଥାଏ\V_VM_VF ।\RD_PUNC
htd515	ଏହା\DM_DMD ହିଁ\RP_RPD ପ୍ରାଚୀନ\JJ ତାମିଲ୍‌\N_NNP ସାହିତ୍ୟର\N_NN ନିର୍ମାଣ\N_NN ସମୟ\N_NN ଥିଲା\V_VM_VF ।\RD_PUNC
htd516	ସଙ୍ଗମକାଳ\N_NN ୩୦୦\QT_QTC ମସିହାରୁ\N_NN ୮୦୦\QT_QTC ମସିହା\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ତିଷ୍ଠି\N_NNV ରହିଥିଲା\V_VM_VF ।\RD_PUNC
htd517	ଏହି\DM_DMD ସମୟ\N_NN ମଧ୍ୟରେ\PR_PRC ଭାରତର\N_NNP ଅନ୍ୟାନ୍ୟ\N_NN ପ୍ରାନ୍ତରୁ\N_NN ମଧ୍ୟ\RP_RPD ଲୋକମାନେ\N_NN ଆସି\V_VM_VNF କେରଳରେ\N_NNP ବସବାସ\N_NN କରିବାକୁ\V_VM_VINF ଲାଗିଲେ\V_VM_VF ,\RD_PUNC ଏହାଦ୍ୱାରା\CC_CCD ବୌଦ୍ଧ\N_NN ଏବଂ\CC_CCD ଜୈନ\N_NN ଧର୍ମର\N_NN ପ୍ରଚାର\N_NNV ହୋଇପାରିଲା\V_VM_VF ।\RD_PUNC
htd518	ବ୍ରାହ୍ମଣମାନଙ୍କର\N_NNP ଆଗମନ\N_NNV ମଧ୍ୟ\RP_RPD ଏହି\DM_DMD ସମୟରେ\N_NN ହୋଇଥିଲା\V_VM_VF ।\RD_PUNC
htd519	ଏହି\DM_DMD ସମୟରେ\N_NST କେରଳର\N_NNP ବିଭିନ୍ନ\QT_QTF କ୍ଷେତ୍ରରେ\N_NN ବ୍ରାହ୍ମଣମାନଙ୍କର\N_NNP ମୋଟ\QT_QTF ମିଶାଇ\V_VM_VNF ୬୪ଟି\RP_CL ବସ୍ତି\N_NN ଥିଲା\V_VM_VF ।\RD_PUNC
htd520	ପ୍ରଥମ\QT_QTO ଶତାବ୍ଦୀ\QT_QTF ମଧ୍ୟରେ\PSP କେରଳରେ\N_NNP ଈସାଈ\N_NNP ଧର୍ମ\N_NN ମଧ୍ୟ\RP_RPD ପହଞ୍ଚି\V_VM_VNF ଯାଇଥିଲା\V_VM_VF ।\RD_PUNC
htd521	ଖ୍ରୀଷ୍ଟପୂର୍ବ\N_NST ୩୪୫ରେ\QT_QTC କାନୟିର\N_NNP ଥାମସ୍‌ଙ୍କ\N_NN ନେତୃତ୍ଵରେ\N_NNV ପଶ୍ଚିମ\JJ ଏସିଆରେ\N_NNP ସାତଗୋଟି\QT_QTC ଅଞ୍ଚଳରୁ\N_NN ୪୦୦\QT_QTC ଈସାଈ\N_NNP ଧର୍ମାବଲମ୍ବୀ\JJ କେରଳଆସି\N_NNP ବସତି\N_NNV ସ୍ଥାପନ\N_NNV କଲେ\V_VM_VF ।\RD_PUNC
htd522	ପଶ୍ଚିମ\JJ ଏସିଆରେ\N_NNP ସାତଗୋଟି\QT_QTC ଅଞ୍ଚଳ\N_NN ମଧ୍ୟରୁ\PR_PRC କେରଳରୁ\N_NNP ହିଁ\RP_RPD ଈସାଈ\N_NNP ଧର୍ମ\N_NN ପ୍ରଚାରର\N_NN ସାମର୍ଥ୍ୟ\N_NNV ମିଳିପାରିଲା\V_VM_VF ।\RD_PUNC
htd523	ଅଷ୍ଟମ\QT_QTO ଶତାବ୍ଦୀ\QT_QTF ବେଳକୁ\N_NN ହିଁ\RP_RPD କେରଳ\N_NNP ବାସୀ\N_NN ଇସଲାମ୍‌\N_NNP ଧର୍ମ\N_NN ସମ୍ବନ୍ଧରେ\N_NN ପରିଚିତ\JJ ହୋଇଗଲେ\V_VM_VF ।\RD_PUNC
htd524	ପ୍ରାଚୀନ\JJ କେରଳକୁ\N_NNP ଐତିହାସିକମାନେ\N_NN ତାମିଲ୍‌\N_NNP ଭୂଭାଗର\N_NN ଏକ\QT_QTC ଅଂଶ\N_NN ବୋଲି\N_NN ବୁଝୁଥିଲେ\V_VM_VF ।\RD_PUNC
htd525	କେରଳର\N_NNP ସ୍ଵତନ୍ତ୍ର\RP_INTF ବିକାଶରେ\N_NN ଯେଉଁ\PR_PRL ତତ୍ତ୍ୱ\N_NN ସହାୟକ\N_NN ହୋଇଅଛି\V_VM_VF ସେଥିମଧ୍ୟରୁ\PR_PRC ମୁଖ୍ୟ\N_NN ଅଟେ\V_VM_VF -\RD_PUNC ବାସିନ୍ଦାମାନଙ୍କର\N_NN ପ୍ରକୃତି\JJ ପ୍ରେମ\N_NN ,\RD_PUNC ଆବାସ\JJ କେନ୍ଦ୍ରର\N_NN ବିକାଶ\N_NN ,\RD_PUNC ଉତ୍ପାଦନ\JJ କେନ୍ଦ୍ର\N_NN ଗୁଡିକର\PSP ଅଭ୍ୟୁଦୟ\N_NN ଏବଂ\CC_CCD ଭାଷାର\N_NN ସମୃଦ୍ଧି\V_VM_VF ।\RD_PUNC
htd526	ଯେବେ\CC_CCS କୃଷି\N_NN ଏବଂ\CC_CCD ସଂସାଧନର\N_NN ନିୟନ୍ତ୍ରଣ\N_NN ଜମିଦାରମାନଙ୍କର\N_NN ହାତକୁ\N_NN ଆସିଗଲା\V_VM_VF ସେତେବେଳେ\CC_CCS କେରଳରେ\N_NNP ଅନେକ\QT_QTF ସାମାଜିକ\JJ ପରିବର୍ତ୍ତନ\N_NN ହୋଇଥିଲା\V_VM_VF ।\RD_PUNC
htd527	ପରିଣାମ\N_NN ସ୍ଵରୂପ\N_NN ଛୋଟ\QT_QTF ରାଜ୍ୟଠାରୁ\PSP ଆରମ୍ଭକରି\V_VM_VNF ବଡ଼\QT_QTF ରାଜ୍ୟଗୁଡିକର\N_NN ବିକାଶ\N_NNV ହେଲା\V_VM_VF ।\RD_PUNC
htd528	ଏହିପରି\DM_DMD ଭାବରେ\N_NN କେରଳର\N_NNP ଇତିହାସ\N_NN ସାମ୍ରାଜ୍ୟ\N_NN ଏବଂ\CC_CCD ଯୁଦ୍ଧର\N_NN ଇତିହାସ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd529	ଭାଷା\N_NN ଏବଂ\CC_CCD ସାହିତ୍ୟ\N_NN ବିକାଶର\N_NN ଇତିହାସ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd530	ବିଦେଶୀ\JJ ସେନାମାନଙ୍କର\N_NN ଆଗମନ\V_VM_VNF ତଥା\CC_CCD ସେମାନଙ୍କର\PR_PRP ଦୀର୍ଘଦିନଧରି\V_VM_VNF ଉପନିବେଶ\N_NN ସ୍ଥାପନ\N_NNV ସମ୍ପର୍କରେ\N_NN ଇତିହାସରେ\N_NNP ପ୍ରମାଣ\N_NN ରହିଛି\V_VM_VF ,\RD_PUNC ଜାତି-ଫାତି\RD_ECH ଏବଂ\CC_CCD ଶୋଷଣର\N_NNV ଇତିହାସ\N_NNP ଅଟେ\V_VM_VF ।\RD_PUNC
htd531	ଶିକ୍ଷାରେ\N_NN ହୋଇଥିବା\V_VM_VNF ପ୍ରଗତି\N_NNV ଏବଂ\CC_CCD ବୈଜ୍ଞାନିକ\JJ କ୍ଷେତ୍ରରେ\N_NN ହୋଇଥିବା\V_VM_VNF ଉନ୍ନତିର\N_NNV ଇତିହାସ\N_NNP ଅଟେ\V_VM_VF ।\RD_PUNC
htd532	ବ୍ୟବସାୟିକ\JJ ପ୍ରଗତି\N_NN ଏବଂ\CC_CCD ସାମାଜିକ\JJ ନବଜାଗରଣ\N_NN ଏବଂ\CC_CCD ଜନତାନ୍ତ୍ରିକ\JJ ସଂସ୍ଥାଗୁଡିକର\N_NN ଆବିର୍ଭାବର\N_NN ଇତିହାସ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd533	ସୁବିଧା\N_NN ଦୃଷ୍ଟିକୋଣରୁ\N_NN କେରଳର\N_NNP ଇତିହାସକୁ\N_NN ପ୍ରାଚୀନ\N_NN ,\RD_PUNC ମଧ୍ୟଯୁଗ\N_NN ଏବଂ\CC_CCD ଆଧୁନିକଯୁଗ\N_NN -\RD_PUNC ଏହିପରି\DM_DMD ତିନି\QT_QTC ଭାଗରେ\N_NN ବିଭକ୍ତ\N_NN କରାଯାଇ\V_VM_VNF ପାରିବ\V_VM_VF ।\RD_PUNC
htd534	ଦୁର୍ଲ୍ଲଭ\JJ ବୃକ୍ଷଲତାସମୂହ\N_NN ଏବଂ\CC_CCD ପଶୁସମୂହ\N_NN ତତ୍‌ସହିତ\CC_CCD କ୍ଷୁଦ୍ର\QT_QTF ଗୁଳ୍ମଲତା\N_NN ଦ୍ୱାରା\CC_CCD ସଂଯୁକ୍ତ\N_NN ସ୍ଥାନ\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd535	ଯଦିଓ\CC_CCD ଏଠାରେ\DM_DMD ବଡ଼ବଡ଼\JJ ବୃକ୍ଷ\N_NN ମଧ୍ୟ\RP_RPD ଅଛି\V_VM_VF କିନ୍ତୁ\CC_CCD ଚିନ୍ନାରର\N_NNP ମୃତ୍ତିକା\N_NN କ୍ଷୁଦ୍ର\JJ ଗୁଳ୍ମଲତା\N_NN ପାଇଁ\PSP ଉପଯୁକ୍ତ\V_VM_VF ।\RD_PUNC
htd536	ଏଠାରେ\DM_DMD ଖାକି\JJ ରଙ୍ଗର\N_NN ଲୁପ୍ତ\N_NN ପ୍ରାୟଃ\N_NN ହୋଇଯାଉଥିବା\V_VM_VNF ଦୁର୍ଲ୍ଲଭ\JJ ଗୁଣ୍ଡୁଚୀ\N_NNP ମୂଷା\N_NN ମଧ୍ୟ\RP_RPD ଦେଖିବାକୁ\V_VM_VINF ମିଳିଥାଏ\V_VM_VF ।\RD_PUNC
htd537	ବିଶ୍ଵରେ\N_NN ଏହି\DM_DMD ଗିଲ୍‌ହରୀୟା\N_NNP (ଗାଏଣ୍ଟ\RD_RDF ଗ୍ରୀଜଲ୍ଡ\RD_RDF ସ୍କୁଇରିଲ୍‌\RD_RDF ଅଫ୍‍\RD_RDF ଇଣ୍ତିଆ)\RD_RDF ର\PSP ସଂଖ୍ୟା\N_NN ପାଖାପାଖି\N_NN ୨୦୦\QT_QTC ଅଟେ\V_VM_VF ।\RD_PUNC
htd538	କେରଳର\N_NNP ଅନ୍ୟାନ୍ୟ\N_NN ବନକ୍ଷେତ୍ର\N_NN ଅପେକ୍ଷା\CC_CCD ଏଠାରେ\DM_DMD ବହୁତ\QT_QTF କମ୍‍\QT_QTF ବର୍ଷା\N_NN ହୋଇଥାଏ\V_VM_VF ।\RD_PUNC
htd539	ଏଠାରେ\DM_DMD ବର୍ଷକୁ\N_NN ହାରାହାରି\QT_QTF ୪୮\QT_QTC ଦିନ\N_NN ମାତ୍ର\RP_RPD ବର୍ଷା\N_NN ହୋଇଥାଏ\V_VM_VF ।\RD_PUNC
htd540	ଚିନ୍ନାରର\N_NNP ପାଖାପାଖି\N_NN ଥିବା\V_VM_VNF ଚନ୍ଦନକ୍କାଡୁ\N_NNP ନାମକ\N_NN ସ୍ଥାନ\N_NN ବନ୍ୟଜୀବ\N_NN -\RD_PUNC ଦର୍ଶନ\N_NNV ପାଇଁ\PSP ଉପଯୁକ୍ତ\JJ ଅଟେ\V_VM_VF ।\RD_PUNC
